cluster,names,scores,logfoldchanges,pvals,pvals_adj
18,ENSMUSG00000030717,6.2271757,3.2783408,4.749181578198603e-10,3.967903516667645e-07
18,ENSMUSG00000060981,6.106515,2.9139764,1.0182998479527007e-09,8.246035507205901e-07
18,ENSMUSG00000059824,6.0890193,2.6092393,1.1360439752028253e-09,9.060122830117563e-07
18,ENSMUSG00000060969,6.064646,2.7576842,1.3224469457025527e-09,1.0389301109552173e-06
18,ENSMUSG00000001763,6.054269,2.0878725,1.4105666694473808e-09,1.0918615766622403e-06
18,ENSMUSG00000001504,6.028327,2.8143516,1.6566557129770032e-09,1.2637642044675006e-06
18,ENSMUSG00000052397,5.956172,2.0008466,2.582146416250826e-09,1.9270342718071723e-06
18,ENSMUSG00000034903,5.955086,1.96666,2.5993508871933507e-09,1.9270342718071723e-06
18,ENSMUSG00000026568,5.8999443,2.140733,3.6362476864456235e-09,2.658299072552109e-06
18,ENSMUSG00000040562,5.8911357,2.3478503,3.835500426345221e-09,2.7655534307000965e-06
18,ENSMUSG00000026437,5.884982,2.9763486,3.980969073421932e-09,2.820517472638366e-06
18,ENSMUSG00000022865,5.883414,2.041139,4.018899810925554e-09,2.820517472638366e-06
18,ENSMUSG00000042985,5.832133,2.5671618,5.472333599585484e-09,3.790023044049757e-06
18,ENSMUSG00000080893,5.8189807,1.8996248,5.920753725751378e-09,4.021482832479586e-06
18,ENSMUSG00000017009,5.817895,2.7069802,5.959336973428978e-09,4.021482832479586e-06
18,ENSMUSG00000020486,5.8145165,1.9572196,6.080944354817736e-09,4.05160236785046e-06
18,ENSMUSG00000044279,5.794004,2.0060518,6.8727805800187865e-09,4.521945982623361e-06
18,ENSMUSG00000045394,5.775905,3.0122473,7.654058145857987e-09,4.973814871177544e-06
18,ENSMUSG00000047907,5.7708373,1.8860106,7.887865806362861e-09,5.063240299801409e-06
18,ENSMUSG00000028773,5.7607017,3.6359375,8.376496754023533e-09,5.312111845117863e-06
18,ENSMUSG00000025204,5.740431,2.4064965,9.443605839733568e-09,5.917543297383525e-06
18,ENSMUSG00000029994,5.734398,1.8061268,9.785948424006715e-09,6.059919779364911e-06
18,ENSMUSG00000025504,5.7220902,1.9008174,1.0522136308397285e-08,6.440036822427901e-06
18,ENSMUSG00000052565,5.708335,4.2982144,1.1408672268184592e-08,6.90237785641568e-06
18,ENSMUSG00000039952,5.689391,1.9851255,1.2749305537918463e-08,7.625823253339502e-06
18,ENSMUSG00000024646,5.6564507,1.5494486,1.5453517149462992e-08,9.139453131226226e-06
18,ENSMUSG00000091471,5.6338873,2.422234,1.761921399278591e-08,1.025566767973842e-05
18,ENSMUSG00000074227,5.6328015,2.7006738,1.7730560051223425e-08,1.025566767973842e-05
18,ENSMUSG00000036964,5.6260443,2.3249927,1.8438890196271588e-08,1.0549450264901644e-05
18,ENSMUSG00000020098,5.6227865,1.8866103,1.8790150291917706e-08,1.0634820975971831e-05
18,ENSMUSG00000042115,5.5424266,1.9494,2.983085172383166e-08,1.6704007567400036e-05
18,ENSMUSG00000103034,5.5298777,3.0140676,3.204538305696508e-08,1.775516613248857e-05
18,ENSMUSG00000024953,5.519622,1.9648373,3.397302334719145e-08,1.862712559273718e-05
18,ENSMUSG00000020875,5.514554,1.9438107,3.4966562402097006e-08,1.897422658347194e-05
18,ENSMUSG00000042712,5.505142,1.7374467,3.688699346020993e-08,1.9812079467057242e-05
18,ENSMUSG00000022636,5.477149,2.3713582,4.322328719532895e-08,2.298081762437712e-05
18,ENSMUSG00000090996,5.457602,1.7246635,4.826075782636125e-08,2.540253248948351e-05
18,ENSMUSG00000024552,5.440227,2.599889,5.321272677188865e-08,2.7731733528367634e-05
18,ENSMUSG00000084300,5.43709,3.0592847,5.415784209568494e-08,2.7947570358318357e-05
18,ENSMUSG00000032788,5.43347,2.5053988,5.52685806687693e-08,2.8243854486226612e-05
18,ENSMUSG00000037624,5.4107857,4.123836,6.274879435739888e-08,3.175813019034661e-05
18,ENSMUSG00000001157,5.400771,2.0041494,6.635510282029941e-08,3.3263497067136e-05
18,ENSMUSG00000020607,5.3382688,2.4168408,9.383830013698288e-08,4.6596912886888965e-05
