Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),23/705,6.614873581736025e-07,0.0009942154993349249,0,0,3.642609804993621,51.82987519845385,CD74;NPM1;MTCH2;NME2;CIB1;DHCR24;LRP2;PHB2;NME1;DAB2;LGALS1;AXL;APEX1;CAT;RACK1;CDK1;PMAIP1;BIRC5;SOX9;ANGPTL4;BAK1;SOX4;CD44
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),15/381,7.198509415250048e-06,0.0037588431516445,0,0,4.305272485600354,50.98147214819701,CD74;NPM1;NME2;CIB1;DHCR24;LRP2;PHB2;DAB2;AXL;CAT;CDK1;BIRC5;SOX9;ANGPTL4;CD44
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),17/482,7.502680941406224e-06,0.0037588431516445,0,0,3.862682883835713,45.58062425018695,CD74;NPM1;GPX1;NME2;CIB1;DHCR24;LRP2;PHB2;DAB2;AXL;CAT;CDK1;BIRC5;SOX9;ANGPTL4;CD44;LGMN
GO_Biological_Process_2023,ATP Biosynthetic Process (GO:0006754),4/25,0.00010411396073230693,0.0309259292543924,0,0,19.221574344023324,176.26230732641343,ATP5F1B;ATP5PB;ATP5PO;ATP5MJ
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),15/483,0.00011010229930129808,0.0309259292543924,0,0,3.3492723492723493,30.52560523088872,CD74;NPM1;RPS9;NME2;CIB1;NME1;CDK6;CDK4;RBPMS2;BIRC5;ITGAV;SOX9;SLC25A5;SOX4;LGMN
GO_Biological_Process_2023,Proton Transmembrane Transport (GO:1902600),5/49,0.0001268747654680824,0.0309259292543924,0,0,11.512820512820513,103.29659526813114,ATP5F1B;FXYD2;ATP6V1B2;ATP5PO;ATP6V1C1
GO_Biological_Process_2023,Actin Crosslink Formation (GO:0051764),3/11,0.00015320271943439296,0.0309259292543924,0,0,37.6751269035533,330.92884130781977,EPS8;DPYSL3;GAS2
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",4/28,0.00016460907121433117,0.0309259292543924,0,0,16.816326530612244,146.50278000651662,CD74;PMAIP1;SOX4;CD44
GO_Biological_Process_2023,Purine Ribonucleotide Metabolic Process (GO:0009150),6/84,0.0001972820169705008,0.0329460968340736,0,0,7.819984139571768,66.71131732122619,HINT1;NT5E;ACOT7;ACOT1;GLYAT;RAN
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),6/91,0.000305349958813985,0.0458940988097419,0,0,7.173438447543966,58.06218405120952,GPX1;CDK6;NME2;SOX9;SRSF6;NME1
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),4/35,0.000398558082417591,0.0544575270794217,0,0,13.014483212639895,101.8729147560068,CDK6;CDK4;FHL1;CDK1
GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Permeability (GO:0046902),3/18,0.0007195272026923491,0.0818109802338992,0,0,20.086294416243653,145.36282995258424,PMAIP1;BAK1;SLC25A5
GO_Biological_Process_2023,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),3/18,0.0007195272026923491,0.0818109802338992,0,0,20.086294416243653,145.36282995258424,NPM1;CDK6;CDK4
GO_Biological_Process_2023,Positive Regulation Of Translation (GO:0045727),6/108,0.0007620450587322617,0.0818109802338992,0,0,5.972710733778047,42.88110581119858,EIF5A;NPM1;EIF6;RPS27L;VIM;SOX4
GO_Biological_Process_2023,Mitotic Cell Cycle Phase Transition (GO:0044772),6/111,0.0008797280176321684,0.0875745227102462,0,0,5.801178203240059,40.816496778541776,EPS8;CCNB2;CDK6;CDK4;EIF4EBP1;CDK1
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Organization (GO:0051130),6/113,0.000965639976795505,0.0875745227102462,0,0,5.692166875421524,39.51911789521261,DAB2;GPX1;RACK1;BAK1;RHOC;S100A10
GO_Biological_Process_2023,Hydrogen Peroxide Catabolic Process (GO:0042744),3/20,0.0009905301969888136,0.0875745227102462,0,0,17.721409375933113,122.5837770787782,GPX1;GPX3;CAT
GO_Biological_Process_2023,Ribosomal Large Subunit Export From Nucleus (GO:0000055),2/6,0.0014535707837741,0.098015641767412,0,0,49.98989898989899,326.6206097208578,NPM1;RAN
GO_Biological_Process_2023,Ribosomal Small Subunit Export From Nucleus (GO:0000056),2/6,0.0014535707837741,0.098015641767412,0,0,49.98989898989899,326.6206097208578,NPM1;RAN
