Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Cellular Respiration (GO:0045333),32/85,1.0131459246421672e-42,1.18740702368062e-39,0,0,71.39713026776636,6903.782183584498,NDUFB9;COX7B;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA12;NDUFB11;COX4I1;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;PPARGC1A;COX8A;NDUFA8;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC1;COX6C;COX6B1;NDUFS6;UQCRQ;NDUFS4
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),28/60,9.552594574457699e-41,5.597820420632211e-38,0,0,101.15716374269006,9321.549286597134,NDUFB9;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA12;NDUFB11;NDUFB2;ATP5MC3;NDUFB1;ATP5MC1;ATP5F1B;ATP5MK;ATP5MJ;ATP5MF;ATP5ME;ATP5PF;NDUFA8;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC1;ATP5F1D;ATP5F1E;NDUFS6;NDUFS4;ATP5PO
GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),28/70,2.3710835137213283e-38,9.26303292693799e-36,0,0,77.03313840155946,6673.757202490347,NDUFB9;COX7B;NDUFB8;NDUFB6;NDUFA12;COX4I1;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;COX8A;NDUFA8;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC1;COX6C;COX6B1;NDUFS6;UQCRQ;NDUFS4
GO_Biological_Process_2023,Aerobic Electron Transport Chain (GO:0019646),27/68,6.751223847325425e-37,1.978108587266349e-34,0,0,75.65513329551901,6301.007730401948,NDUFB9;COX7B;NDUFB8;NDUFB6;COX4I1;NDUFB2;NDUFB1;COX7A2;UQCR11;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;COX8A;NDUFA8;NDUFA5;NDUFA3;NDUFA2;NDUFA1;NDUFC1;COX6C;COX6B1;NDUFS6;UQCRQ;NDUFS4
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),26/63,4.222968894563011e-36,9.898639088855698e-34,0,0,80.27870645211685,6538.903339247817,NDUFB9;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA12;NDUFB11;NDUFB2;NDUFB1;UQCRH;ATP5F1B;ATP5MF;ATP5ME;ATP5PF;NDUFA8;NDUFA5;NDUFA3;NDUFA2;NDUFA1;CHCHD10;NDUFC1;ATP5F1D;ATP5F1E;NDUFS6;NDUFS4;ATP5PO
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),24/53,1.2888149925026287e-34,2.517485285355135e-32,0,0,93.50305418719212,7296.433223724866,NDUFB9;ATP5PF;NDUFA8;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA5;NDUFA12;NDUFB11;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC1;ATP5F1D;ATP5F1E;ATP5F1B;NDUFS6;NDUFS4;ATP5PO;ATP5MF;ATP5ME
GO_Biological_Process_2023,Aerobic Respiration (GO:0009060),20/59,6.793431463038458e-26,1.1374145249544389e-23,0,0,56.61653058301103,3280.9990708861083,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA5;NDUFA12;NDUFB11;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;CHCHD10;NDUFC1;ATP5F1D;UQCRH;NDUFS6;NDUFS4
GO_Biological_Process_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),16/43,1.0479723509304925e-21,1.5352794941131715e-19,0,0,64.03238210888485,3093.2398004516517,COX8A;COX7B;COX4I1;COX7A2;UQCR11;UQCR10;COX5B;COX6A1;COX6C;COX5A;UQCRH;COX6B1;UQCRQ;NDUFS4;CYC1;PPARGC1A
GO_Biological_Process_2023,ATP Biosynthetic Process (GO:0006754),13/25,2.950297295573152e-20,3.8419427004574835e-18,0,0,115.25851254480288,5183.151786772982,ATP5PF;ATP5MC3;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1A;ATP5F1B;ATP5PO;ATP5MK;ATP5MJ;ALDOA;ATP5MF;ATP5ME
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),15/53,2.438722118844996e-18,2.598347566623941e-16,0,0,42.39774027459954,1719.4427944335234,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA5;NDUFB11;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC1;NDUFS4
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),15/53,2.438722118844996e-18,2.598347566623941e-16,0,0,42.39774027459954,1719.4427944335234,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA5;NDUFB11;NDUFA3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC1;NDUFS4
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",12/34,3.050322594875197e-16,2.979148400994776e-14,0,0,57.69275644141954,2061.138001335084,NDUFB9;NDUFA8;NDUFB8;NDUFB6;NDUFA5;NDUFS6;NDUFA3;NDUFA2;NDUFS4;NDUFB2;NDUFB1;NDUFC1
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),16/90,5.648964286924451e-16,5.092758572519583e-14,0,0,23.307635504356817,818.3285017407541,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFA11;NDUFB6;NDUFA5;NDUFB11;NDUFA3;COX17;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC1;NDUFS4
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",9/16,8.581754927930497e-15,7.184154839667529e-13,0,0,133.94436090225565,4338.342384933186,COX8A;COX7B;COX4I1;COX7A2;COX5B;COX6A1;COX6C;COX5A;COX6B1
GO_Biological_Process_2023,Proton Transmembrane Transport (GO:1902600),7/49,5.238494747287926e-07,4.093010562547633e-05,0,0,17.15190972222222,248.05197248815657,ATP5F1B;FXYD2;ATP5PO;SLC4A11;ATP1A1;ATP1B1;ATP5MF
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)",4/12,4.422215548469476e-06,0.0003239272889253891,0,0,50.75128205128205,625.7059451499254,UQCRQ;UQCR11;UQCR10;UQCRH
GO_Biological_Process_2023,ATP Metabolic Process (GO:0046034),5/34,2.040775952123539e-05,0.0014069349505228,0,0,17.57198720227515,189.7703514688126,ATP5F1A;ATP5F1B;ATP5PO;ATP1B1;ALDOA
GO_Biological_Process_2023,Regulation Of Cell-Substrate Adhesion (GO:0010810),5/44,7.34794656665588e-05,0.0047843296534003,0,0,13.059740946338884,124.30920387375916,PKHD1;BST1;PDPN;GCNT2;NPNT
GO_Biological_Process_2023,Mesonephros Development (GO:0001823),3/10,0.0001105920023704742,0.0064806913389097,0,0,43.28134110787172,394.2784222795456,OSR2;PAX8;FGF1
GO_Biological_Process_2023,Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206),3/10,0.0001105920023704742,0.0064806913389097,0,0,43.28134110787172,394.2784222795456,ATP5F1A;ATP5F1B;ATP5PO
GO_Biological_Process_2023,Sodium Ion Export Across Plasma Membrane (GO:0036376),3/12,0.00019979316242090065,0.0111503612551093,0,0,33.65986394557823,286.7223926579154,FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,Intracellular Potassium Ion Homeostasis (GO:0030007),3/13,0.00025783017232110505,0.0137353164527425,0,0,30.29234693877551,250.31200708123976,FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,Regulation Of Fatty Acid Oxidation (GO:0046320),3/16,0.000493848163386854,0.0251647846734518,0,0,23.298273155416013,177.37633411980502,FABP3;PDK4;PPARGC1A
GO_Biological_Process_2023,Inorganic Cation Transmembrane Transport (GO:0098662),10/284,0.0005769783398086532,0.0281757755939892,0,0,3.770710230564245,28.12084767532748,SLC9A3;SLC6A18;ATP5F1B;FXYD2;ATP5PO;SLC4A11;ATP1A1;ATP1B1;ATP5MF;AQP1
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),18/766,0.0006687287277459913,0.0307816379384107,0,0,2.533119626554791,18.51743901729419,OSR2;CADM4;COX17;P3H2;PODN;FGF1;SOD2;IFIT3;AGT;POU3F3;PKHD1;BST1;FABP3;FRZB;NAMPT;PDPN;GCNT2;BOK
GO_Biological_Process_2023,Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),3/18,0.0007091332972159478,0.0307816379384107,0,0,20.18979591836735,146.4056396816298,PAX8;FGF1;NPNT
GO_Biological_Process_2023,Intracellular Sodium Ion Homeostasis (GO:0006883),3/18,0.0007091332972159478,0.0307816379384107,0,0,20.18979591836735,146.4056396816298,FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,Mitochondrion Organization (GO:0007005),7/162,0.0012090144176641,0.0497284514262327,0,0,4.621034946236559,31.043880710331425,CXADR;FMC1;CHCHD10;COX7A2;COX7A1;PPARGC1A;ATP5F1D
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),6/119,0.0012304821598641,0.0497284514262327,0,0,5.416479435095603,36.29230357674602,SEMA5A;APELA;S100A1;FGF1;HIPK1;AQP1
GO_Biological_Process_2023,Sodium Ion Transmembrane Transport (GO:0035725),5/82,0.0013610233120418,0.0511459648920646,0,0,6.601954746284643,43.56972200131448,SLC9A3;SLC6A18;FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237),2/6,0.0014392276912046,0.0511459648920646,0,0,50.246192893401016,328.7934315318318,RNF183;BOK
GO_Biological_Process_2023,Metanephric Nephron Tubule Development (GO:0072234),2/6,0.0014392276912046,0.0511459648920646,0,0,50.246192893401016,328.7934315318318,PAX8;POU3F3
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),6/123,0.0014583919184492,0.0511459648920646,0,0,5.230237810548691,34.15565418443408,PARD6B;CADM4;ENPP2;TACSTD2;PLXNB2;FGF1
GO_Biological_Process_2023,Potassium Ion Homeostasis (GO:0055075),3/23,0.0014837566606912,0.0511459648920646,0,0,15.138520408163265,98.59987993639874,FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration (GO:0010595),5/85,0.0015974422443976,0.0534914945838304,0,0,6.353414948453608,40.91187224432101,SEMA5A;ATP5F1A;ATP5F1B;FGF1;AGT
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),9/272,0.0016616119793548,0.0540947011056639,0,0,3.518951370822493,22.521172914951748,SEMA5A;FERMT1;APELA;PDPN;GCNT2;ENPP2;FGF1;PLET1;SOD2
GO_Biological_Process_2023,Sodium Ion Homeostasis (GO:0055078),3/25,0.00189899979059,0.0545588312517559,0,0,13.760899814471244,86.23168731673772,FXYD2;ATP1A1;ATP1B1
GO_Biological_Process_2023,ATP Synthesis Coupled Electron Transport (GO:0042773),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,NDUFB6;NDUFA12
GO_Biological_Process_2023,Cell Migration Involved In Heart Development (GO:0060973),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,PITX2;FOLR1
GO_Biological_Process_2023,Establishment Of Centrosome Localization (GO:0051660),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,PKHD1;MISP
GO_Biological_Process_2023,Folic Acid Transport (GO:0015884),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,PDPN;FOLR1
GO_Biological_Process_2023,Proton-Transporting ATP Synthase Complex Assembly (GO:0043461),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,FMC1;ATP5F1D
GO_Biological_Process_2023,Mitochondrial Proton-Transporting ATP Synthase Complex Assembly (GO:0033615),2/7,0.0020017318633323,0.0545588312517559,0,0,40.19492385786802,249.76090832632173,FMC1;ATP5F1D
GO_Biological_Process_2023,Monoatomic Cation Transmembrane Transport (GO:0098655),9/281,0.002073121865228,0.0552204278647112,0,0,3.400948142414861,21.013437132453998,SLC9A3;SLC6A18;ATP5F1B;FXYD2;ATP5PO;SLC4A11;ATP1A1;ATP1B1;ATP5MF
GO_Biological_Process_2023,Purine Ribonucleotide Biosynthetic Process (GO:0009152),4/55,0.0021821360553596,0.0568325212640331,0,0,7.943690296631473,48.67457336957043,ATP5F1A;ATP5F1B;ATP5PO;ALDOA
GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),4/59,0.0028235830680525,0.0704093479948432,0,0,7.364475524475525,43.227619966117,TPI1;MDH1;PPARGC1A;HK1
