Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),19/537,2.0384625785299814e-06,0.0019427151005953,0,0,3.907485227927217,51.201008518548434,COL18A1;FHL1;WNT16;CLU;BMP4;DDAH1;WT1;MDK;FTH1;ALDH1A2;PDPN;CYP1B1;IGFBP7;IGFBP6;HOXC9;SOX4;S100A11;ZBTB7C;IP6K2
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),22/705,2.434480075934031e-06,0.0019427151005953,0,0,3.459407439090595,44.71553030472483,TSC22D1;MAGED1;ACTN1;ANXA5;HTRA1;FHL2;CLU;BMP4;PRDX2;LGALS1;PAX8;AXL;WT1;MORF4L2;PDPN;BCL2;CYP1B1;VDAC1;GAS6;SOX4;TGM2;IP6K2
GO_Biological_Process_2023,Metanephros Development (GO:0001656),5/25,4.294348465832447e-06,0.0022845933838228,0,0,25.35897435897436,313.3915485176811,BMP4;OSR2;FOXD1;PAX8;WT1
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),15/379,6.75914649642592e-06,0.0026968994520739,0,0,4.329373329373329,51.53951806150479,COL18A1;MAGED1;BMP4;DDAH1;WT1;FTH1;ALDH1A2;PDPN;CYP1B1;IGFBP7;APOE;IGFBP6;SOX4;S100A11;ZBTB7C
GO_Biological_Process_2023,Epiboly Involved In Wound Healing (GO:0090505),4/15,1.2150001455530944e-05,0.0037764608638859,0,0,36.71428571428572,415.5389408534144,DDR1;CD151;PDPN;RHOC
GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),7/79,1.4197221292804398e-05,0.0037764608638859,0,0,9.937823834196893,110.93060373026287,C3;CD151;AXL;GPC3;APOE;GAS6;CLU
GO_Biological_Process_2023,Bleb Assembly (GO:0032060),3/6,1.9269523068842994e-05,0.0039635542307296,0,0,100.49238578680205,1091.0444080855816,PMP22;EMP3;MYLK
GO_Biological_Process_2023,Peptide Metabolic Process (GO:0006518),6/56,1.986743975303061e-05,0.0039635542307296,0,0,12.216494845360824,132.26100624841683,ENPEP;MME;CPQ;CPE;AEBP1;CPN1
GO_Biological_Process_2023,Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),4/18,2.660404294293577e-05,0.0046740388085867,0,0,28.84256559766764,303.8404891137544,BMP4;FOXD1;PAX8;WT1
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),21/766,2.928595744728527e-05,0.0046740388085867,0,0,3.000674890330321,31.322252051373376,COL18A1;OSR2;CNTF;TSC22D1;CD81;NPR3;CLU;HOXC10;BMP4;DDAH1;WT1;FTH1;ALDH1A2;PDPN;BCL2;CYP1B1;IGFBP7;IGFBP6;SOX4;S100A11;ZBTB7C
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),9/176,7.198871524237965e-05,0.0090237373182148,0,0,5.53961187572499,52.84236424131266,COL18A1;ADAMTS5;GSN;COL4A2;COL4A1;APLP1;CYP1B1;GAS6;LOXL1
GO_Biological_Process_2023,Kidney Development (GO:0001822),6/71,7.739574933451497e-05,0.0090237373182148,0,0,9.390166534496432,88.89275047707838,BMP4;OSR2;MME;PAX8;WT1;SOX4
GO_Biological_Process_2023,Actin-Mediated Cell Contraction (GO:0070252),3/9,7.91555905106562e-05,0.0090237373182148,0,0,50.23857868020305,474.45791686900793,GSN;PDPN;EPDR1
GO_Biological_Process_2023,Mesenchymal To Epithelial Transition (GO:0060231),3/9,7.91555905106562e-05,0.0090237373182148,0,0,50.23857868020305,474.45791686900793,BMP4;PAX8;WT1
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),11/270,9.068270182244296e-05,0.0096486394739079,0,0,4.391146248289106,40.87342133029501,BMP4;PRNP;LGALS1;CTSL;HTRA1;BCL2;CYP1B1;CLU;SOX4;TGM2;IP6K2
GO_Biological_Process_2023,"Wound Healing, Spreading Of Cells (GO:0044319)",4/25,0.00010411396073230693,0.0101034091472686,0,0,19.221574344023324,176.26230732641343,DDR1;CD151;PDPN;RHOC
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),15/482,0.0001076177666062452,0.0101034091472686,0,0,3.3566178598298517,30.669164990120212,CNTF;TSC22D1;ANXA5;FHL2;CLU;BMP4;PRDX2;AXL;WT1;MDK;PDPN;BCL2;VDAC1;APOE;GAS6
GO_Biological_Process_2023,Proteolysis (GO:0006508),12/330,0.00012809122285362766,0.0113574217596883,0,0,3.9104777197912486,35.048704060697155,ADAMTS5;ENPEP;FOLH1;MME;CTSL;CPQ;HTRA1;CPE;PLAT;PCOLCE;AEBP1;CPN1
GO_Biological_Process_2023,Positive Regulation Of Response To Wounding (GO:1903036),4/27,0.00014220084233688404,0.0119448707562982,0,0,17.54835847382431,155.44809947118517,CNTF;MDK;CLDN1;MYLK
GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),9/195,0.00015715355752671966,0.0125408538906322,0,0,4.968924168214828,43.51926472757424,BMP4;PRDX2;LGALS1;PAX8;MAGED1;ACTN1;MORF4L2;CLU;TGM2
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),6/88,0.00025447783068659283,0.019340315132181,0,0,7.437012823736483,61.55092569534927,BMP4;FOXC2;SPARC;ANXA3;APOE;NR2F2
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),9/221,0.0003970370153674581,0.027656465197325,0,0,4.353748888669367,34.09630189161081,CD151;CXCL12;CAVIN1;MDK;PDPN;RHOC;PHPT1;CLDN1;MYLK
GO_Biological_Process_2023,Platelet Aggregation (GO:0070527),4/35,0.000398558082417591,0.027656465197325,0,0,13.014483212639895,101.8729147560068,CSRP1;ACTN1;ILK;MYL12A
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),3/16,0.0005011239651713426,0.0333247436838942,0,0,23.178836392034363,176.1280286078286,PRNP;APOE;CLU
GO_Biological_Process_2023,Phagocytosis (GO:0006909),5/69,0.000636296477275603,0.0391361446546167,0,0,7.907051282051282,58.1946793072387,GSN;ANXA3;AXL;GAS6;TGM2
GO_Biological_Process_2023,Regulation Of Neuron Apoptotic Process (GO:0043523),6/105,0.0006569142848848823,0.0391361446546167,0,0,6.154639175257732,45.100931303106,PRNP;CNTF;MDK;BCL2;APOE;CLU
GO_Biological_Process_2023,Ureteric Bud Development (GO:0001657),3/18,0.0007195272026923491,0.0391361446546167,0,0,20.086294416243653,145.36282995258424,BMP4;WT1;GPC3
GO_Biological_Process_2023,Ureteric Bud Morphogenesis (GO:0060675),3/18,0.0007195272026923491,0.0391361446546167,0,0,20.086294416243653,145.36282995258424,BMP4;PAX8;WT1
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),3/18,0.0007195272026923491,0.0391361446546167,0,0,20.086294416243653,145.36282995258424,PRNP;APOE;CLU
GO_Biological_Process_2023,Negative Regulation Of Proteolysis (GO:0045861),4/41,0.0007356418168161046,0.0391361446546167,0,0,10.900717043574186,78.64613599642355,PRNP;ECM1;TIMP2;PLAT
GO_Biological_Process_2023,Branching Morphogenesis Of An Epithelial Tube (GO:0048754),4/42,0.0008067730463282587,0.0411234693358395,0,0,10.613319011815252,75.59302673955138,BMP4;PAX8;COL4A1;WT1
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),9/245,0.0008319045779554955,0.0411234693358395,0,0,3.906202857396397,27.70198135285145,BMP4;LGALS1;HTRA1;BCL2;CYP1B1;CLU;SOX4;TGM2;IP6K2
GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),14/525,0.0008515808227293756,0.0411234693358395,0,0,2.841213728089557,20.082880985047677,DDR1;ECM1;CD81;ILK;RHOC;WNT16;CXXC5;BMP4;LGALS1;AXL;NEDD4;IGFBP6;GAS6;TGM2
GO_Biological_Process_2023,Negative Regulation Of Neuron Apoptotic Process (GO:0043524),5/74,0.0008760638830943262,0.0411234693358395,0,0,7.332218506131549,51.61934285779443,CNTF;MDK;BCL2;APOE;CLU
GO_Biological_Process_2023,Epithelium Development (GO:0060429),7/154,0.000926851605557617,0.0416022682735301,0,0,4.84900074019245,33.864049316967844,TAGLN;PAX8;WT1;ALDH1A2;TNC;DAG1;VDAC1
GO_Biological_Process_2023,Positive Regulation Of Biosynthetic Process (GO:0009891),4/44,0.0009633623018811156,0.0416022682735301,0,0,10.081632653061224,70.017755335544,BMP4;ZBTB20;APOE;VIM
GO_Biological_Process_2023,Response To Gonadotropin (GO:0034698),2/5,0.0009754681839454336,0.0416022682735301,0,0,66.65656565656566,462.1028413784856,PAX8;WT1
GO_Biological_Process_2023,Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),3/20,0.0009905301969888136,0.0416022682735301,0,0,17.721409375933113,122.5837770787782,PRNP;VCAM1;CLU
GO_Biological_Process_2023,Homotypic Cell-Cell Adhesion (GO:0034109),4/46,0.0011401784650819,0.04465485421397,0,0,9.60058309037901,65.05902796595161,CSRP1;ACTN1;ILK;MYL12A
GO_Biological_Process_2023,Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),4/46,0.0011401784650819,0.04465485421397,0,0,9.60058309037901,65.05902796595161,FOXC2;ADAMTS5;NPR3;HOXC10
GO_Biological_Process_2023,Peptide Catabolic Process (GO:0043171),3/21,0.0011471485105092,0.04465485421397,0,0,16.736040609137056,113.3109608085056,ENPEP;MME;CPQ
GO_Biological_Process_2023,Cellular Response To Gonadotropin Stimulus (GO:0071371),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,PAX8;WT1
GO_Biological_Process_2023,Smooth Muscle Cell Migration (GO:0014909),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,DDR1;PLAT
GO_Biological_Process_2023,Lymphoid Progenitor Cell Differentiation (GO:0002320),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,BMP4;SOX4
GO_Biological_Process_2023,Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,CXCL12;GAS6
GO_Biological_Process_2023,Positive Regulation Of Mitophagy (GO:1901526),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,VDAC1;SLC25A4
GO_Biological_Process_2023,Receptor-Mediated Virion Attachment To Host Cell (GO:0046813),2/6,0.0014535707837741,0.0480467721662204,0,0,49.98989898989899,326.6206097208578,CD81;GAS6
GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),12/434,0.0014643443157186,0.0480467721662204,0,0,2.9310275284864376,19.12890477727267,CD151;CXCL12;MDK;PDPN;CDH11;DAG1;TNC;CYP1B1;RHOC;CLDN1;TMSB10;MYLK
GO_Biological_Process_2023,Endocrine System Development (GO:0035270),3/23,0.0015052246919242,0.0480467721662204,0,0,15.060913705583756,97.87806321199126,PAX8;MDK;WT1
GO_Biological_Process_2023,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),3/23,0.0015052246919242,0.0480467721662204,0,0,15.060913705583756,97.87806321199126,BMP4;PAX8;MDK
GO_Biological_Process_2023,Positive Regulation Of Cell Death (GO:0010942),4/50,0.0015598806233641,0.0488150877429249,0,0,8.763975155279503,56.64285082988862,BMP4;PRNP;SLC6A6;CLU
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),11/381,0.0016347159831614,0.0488862869421205,0,0,3.056342056342056,19.610365359586552,BMP4;PRDX2;TSC22D1;AXL;WT1;ANXA5;PDPN;BCL2;FHL2;VDAC1;GAS6
GO_Biological_Process_2023,Regulation Of Supramolecular Fiber Organization (GO:1902903),3/24,0.0017076659731305,0.0488862869421205,0,0,14.343002175489485,91.40261395182884,MAP1B;AEBP1;APOE
GO_Biological_Process_2023,Mononuclear Cell Differentiation (GO:1903131),3/24,0.0017076659731305,0.0488862869421205,0,0,14.343002175489485,91.40261395182884,BMP4;GAS6;CLU
GO_Biological_Process_2023,Negative Regulation Of Neuron Death (GO:1901215),5/88,0.0019039709857819,0.0488862869421205,0,0,6.091133765832561,38.15372640786974,CNTF;MDK;BCL2;APOE;CLU
GO_Biological_Process_2023,Cellular Response To Hexose Stimulus (GO:0071331),3/25,0.0019263332020576,0.0488862869421205,0,0,13.690355329949238,85.59397680666795,ZBTB20;GAS6;SOX4
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),3/25,0.0019263332020576,0.0488862869421205,0,0,13.690355329949238,85.59397680666795,CXCL12;BCL2;CLU
GO_Biological_Process_2023,Negative Regulation Of Metabolic Process (GO:0009892),4/53,0.001937740092534,0.0488862869421205,0,0,8.226155768429821,51.382484683548725,ADAMTS5;FOXC2;NPR3;HOXC10
GO_Biological_Process_2023,Aldehyde Catabolic Process (GO:0046185),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,ALDH2;HOGA1
GO_Biological_Process_2023,Coronary Vasculature Development (GO:0060976),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,BMP4;GPC3
GO_Biological_Process_2023,Hepoxilin Biosynthetic Process (GO:0051122),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,GSTM2;GSTM1
GO_Biological_Process_2023,Hepoxilin Metabolic Process (GO:0051121),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,GSTM2;GSTM1
GO_Biological_Process_2023,Kidney Epithelium Development (GO:0072073),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,PAX8;WT1
GO_Biological_Process_2023,Lymphatic Endothelial Cell Differentiation (GO:0060836),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,PDPN;NR2F2
GO_Biological_Process_2023,Neuroepithelial Cell Differentiation (GO:0060563),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,MAP1B;SOX4
GO_Biological_Process_2023,Regulation Of Apoptotic Cell Clearance (GO:2000425),2/7,0.0020216133697869,0.0488862869421205,0,0,39.98989898989899,248.09171029141777,C3;TGM2
GO_Biological_Process_2023,Camera-Type Eye Development (GO:0043010),3/26,0.0021616710096346,0.0514929392742831,0,0,13.094460384021188,80.35905008065508,EFEMP1;WT1;CYP1B1
GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),5/93,0.0024266394005639,0.0569546541661765,0,0,5.743589743589744,34.583577920617785,BMP4;ECM1;SPARC;APOE;NR2F2
GO_Biological_Process_2023,Response To Misfolded Protein (GO:0051788),2/8,0.0026777674677022,0.0590488463866582,0,0,33.323232323232325,197.36590289038227,UBE2W;CLU
GO_Biological_Process_2023,Regulation Of Lipid Biosynthetic Process (GO:0046890),3/28,0.0026840467141937,0.0590488463866582,0,0,12.045685279187817,71.31563234569973,C3;ZBTB20;APOE
GO_Biological_Process_2023,Regulation Of Nitric-Oxide Synthase Activity (GO:0050999),3/28,0.0026840467141937,0.0590488463866582,0,0,12.045685279187817,71.31563234569973,DDAH1;NPR3;APOE
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),14/594,0.0026893567383325,0.0590488463866582,0,0,2.4942528735632186,14.762119012632798,OSR2;CNTF;TSC22D1;CAVIN1;CD81;HOXC10;BMP4;SLC6A6;CXCL12;MDK;BCL2;PHPT1;SOX4;TGM2
GO_Biological_Process_2023,Renal System Development (GO:0072001),4/58,0.0027008557557807,0.0590488463866582,0,0,7.462585034013605,44.13512048118966,BMP4;MME;PAX8;WT1
GO_Biological_Process_2023,Regulation Of Signal Transduction (GO:0009966),7/193,0.0033461356980412,0.0690973419657604,0,0,3.8246698980444593,21.800423827059827,PRNP;TSPAN15;ILK;IGFBP7;NCAM1;IGFBP6;CLU
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),12/480,0.0033480029190477,0.0690973419657604,0,0,2.6366612111292964,15.027363847729626,BMP4;OSR2;CNTF;FOXD1;GSN;WT1;TNC;VIM;GAS6;WNT16;CLU;SOX4
GO_Biological_Process_2023,Regulation Of Dendritic Cell Apoptotic Process (GO:2000668),2/9,0.0034202318391573,0.0690973419657604,0,0,28.561327561327563,162.17255858986445,CXCL12;GAS6
