cell_type_major,inflow,outflow,netflow
END,0.2824691373276412,0.3112033775919847,0.028734240264343514
IMM,2.025658712376976,0.21993861745672538,-1.8057200949202508
MES,0.6812896783228644,1.2197384608533715,0.5384487825305071
PEC,0.9859610074573223,1.2905959028153344,0.30463489535801214
POD,0.8780782775292113,1.3437940459595958,0.46571576843038454
SMC,0.7736618623634919,1.0060618005407744,0.23239993817728255
TEC,0.5282745580601996,0.7640610282199205,0.23578647015972087
